text_id,text,mention,offset,kb_id
10121,源环保、天力锂能等多家新三板公司的公告都表明有意向赴科创板上市。此外，京冶轴承、联赢激光、祥云龙飞、阿拉丁、影谱科技、鼎普科技、扬德环境、回水科技等一批新三板公司也在五一假期后表达了赴科创板的意向。,阿拉丁,50,188
10122,新达通(430596)、金奇精化(832873)、裕国股份(831036)、新眼光(430140)等24家企业加入做市,新眼光,38,68
10123,其负责人张铁军向记者提供的最新数据显示，该局自5月20日成立运行以来，共完成接件51330件，办结50579件，办结率达98.5%,张铁军,4,-1
10124,，江海为新网银行新任董事长。此外，小米CEO雷军及曹曾俊均为董事，担任副董事长。小米CFO周受资、新希望董事长刘永好为董事，赵卫星为执行董事、行长。刘波为小米首席运营官，徐志华为首席风险官，李秀生,新希望,49,37
10125,40亿美元，中国是美国的11倍。中国数字化潜力巨大中国的数字化发展潜力巨大，究其原因，主要有三个驱动力。一是中国规模大、年轻的市场推动了数字商业模式的大规模商业化。2016年，中国互联网用户达,驱动力,48,-1
10126,配政策相同。八、控股子公司（纳入合并报表）的情况报告期全资子公司宁夏红川农业科技有限公司、吴忠市红山河农副产品物流有限公司、宁夏吴忠市汇好清真食品有限公司纳入合并财务报表范围。全资子公司基本情,红山河,48,-1
10127,营许可权被撤销的风险极小，原因如下：第一，因为历史原因，公司自2001年成立时起，即实际经营承德避暑山庄环山观光车游览服务，且履行了合法审批程序。公司的环山游项目在2001年有限公司设立时即开始,避暑山庄,48,-1
10128,"造产业信息网络设备及消费电子产品保持了较快发展势头。智能交通智能建筑等产品订单增加，盈利能力增强。 南京熊猫发布业绩预告。公司预计2018年年度实现归属于上市公司股东的净利润为16,107万元到18,",南京熊猫,50,135
10129,6月21日丨洛阳玻璃(01108.HK)发布公告，鉴于标的公司中建材(合肥)新能源有限公司(下简称合肥新能源)、,洛阳玻璃,6,142
10130,食品公司近五年估值平均水平25-31倍，餐饮近五年A股平均在30-34倍，港股低一些，十几到二十倍。广州酒家食品板块按19年给25倍-28倍，对应市值70-78亿，餐饮板块考虑A股的估值溢价，给30倍,广州酒家,50,168
10131,青青稞酒、洋河股份、贵州茅台、山西汾酒、泸州老窖等都是资金较为青睐的品种，不过仍有燕京啤酒、重庆啤酒、古井贡酒、张裕A、莫高股份等超过四成酿酒股遭到资金抛售,古井贡酒,51,18
10132,蜀道上，被称作‘蜀道咽喉’。1935年川陕公路修建好以后，绵阳更是成为川陕公路的重要一环。当时政府在东方红大桥一带设北河汽车渡口，作为联通绵州涪江两岸的老百姓的通道。”绵阳通汤毓良介绍说，来往的行人和,东方红,50,-1
10133,近6成。此次被裁退的员工将普遍获得“N(工作年限)+6”的补偿。而此次裁员其实早有征兆。今年3月，甲骨文执行副总裁DonJohnson向全员发送了一封标题为“组织重组”的电子邮件，告知工作人员：将,甲骨文,49,-1
10134,货物后，不需换装，直接组成列车，通过铁路完成长距离运输。到达目的地后，大货车可直接驶向收货地，实现“门对门”运输。据中车齐车集团技术人员介绍，铁路驮背运输充分将铁路大宗货物运输的高效、廉价优势，与公,门对门,50,-1
10135,智股份10.04农林牧渔0.8138.52-29.75西部牧业9.98综合0.7813.062.86建研院10.00化工0.63157.45-16.34亚星化学10.06银行0.4779.8318.5,建研院,50,174
10136,珍宝岛药业押注全产业链,珍宝岛,0,179
10137,日前，中国医药发布公告称，全资子公司通用三洋于近日收到国家药监局核准签发的《药品注册批件》，注射用头孢硫脒,中国医药,3,82
10138,（荷外观设香日用品有ZL201230051852.52012-3-8香）计限公司广东紫丁香58.外观设实业股份有油瓶（JA650）ZL201230051837.02012-,紫丁香,42,248
10139,"航空交通方面,半小时到达机场,三小时覆盖全国;高铁交通方面,10分钟到达阿房宫高铁站,两小时出省;高速交通方面,10分钟接驳高速出入口,半小时出城;轨道交通方面,地铁五号线穿过园区,零换乘半小时直达市中心",阿房宫,36,-1
10140,增了布鲁塞尔、马德里、圣彼得堡、温哥华、达尔文、苏黎世、维也纳、伦敦、巴黎等9个洲际客运通航城市。深圳机场相关负责人表示，2018年，不仅新开洲际航线的数量为历年之最，伦敦和巴黎两条重要航线的开通，,深圳机场,49,-1
10141,告还说，飞机噪音对公众健康构成了严重威胁。目前飞机噪音主要与LTO(着陆和起飞)有关，但如果重新引入超音速飞机，大部分飞行路径都会出现音爆。“飞机噪音与睡眠障碍、儿童学习迟缓、心理健康问题、心脏病和,超音速,50,-1
10142,8.48元，涨5.06%；紫光国微报34.90元，涨3.75%；华讯方舟报7.05元，涨3.37%；老白干酒报14.80元，涨3.21%。注：以上信息仅供参考，不对您构成任何投资建议。,老白干酒,50,118
10143,25日，深圳举办首届“绿色金融银企对接会”，为100多家绿色企业与6家银行搭建项目融资对接桥梁。绿色动力等4家企业在会上与招行签订了绿色信贷框架合作协议。据中国证券网消息，此次参会的100多家绿色,绿色动力,48,152
10144,银河国际证券预计权重最高的五只创业板股票将是温氏股份、东方财富、乐普医疗、爱尔眼科和汇川技术,东方财富,27,51
10145,盆地四棵树凹陷和阜康-东道海子凹陷及周缘、塔里木盆地顺北及周缘、四川盆地川东地区等4个重点区域，都是中国石油近年来的勘探主战场，资源潜力巨大。特别是准噶尔盆地四棵树凹陷，新完钻的高探1井获日产油121,中国石油,50,-1
10146,详细的筛选标准，包括专利数据、营收等，但是对于具体营收情况还只是用估算的方式或者由企业自报的方式。 中关村是中国科技创业的聚集区，同时也是上市公司的聚集区，按照此前媒体统计，北京辖区310家上市公司中,中关村,50,-1
10147,游览服务，即通过对景区景点的开发，为旅客提供旅游服务，实质为旅游资源的开发经营。该项服务的范围为承德避暑山庄景区。公司所处行业为我国的朝阳行业，相关行业政策已将其提升至拉动国内消费、调整产业结构和促,避暑山庄,50,-1
10148,北向资金净买入工商银行3.37亿元买入五粮液2.64亿元,五粮液,19,35
10149,拼多多周末刷屏！创维怒怼红蜻蜓中枪？律师、分析师这样说,红蜻蜓,12,-1
10150,中交集团29亿入股碧水源落下实锤,碧水源,9,52
10151,福特宣布四起召回涉及探索者等多款车型,探索者,10,-1
10152,1.21元，涨9.89%；澳洋顺昌报6.27元，涨8.67%；长盈精密报14.17元，涨8.09%；浪潮信息报27.79元，涨7.71%。注：以上信息仅供参考，不对您构成任何投资建议。,浪潮信息,50,44
10153,业距离市场高度成熟还有相当一段距离，也意味着其仍然蕴含了不少市场空白与大量发展机遇。例如，废旧轮胎的绿色生态循环利用就是其中。旺盛的需求、较高的收益水平，带来的是废旧轮胎循环利用行业繁荣的市场。然而，,绿色生态,50,-1
10154,权转让款，但嘉诚中泰和中建投收到全部股权转让款后，却没有按约定协助盛世泰富履行工商变更登记手续。回查美丽生态的2016年年报，嘉诚中泰和中建投矿业分别是五岳乾坤的第二大股东和第三大股东，持股比例分别为,美丽生态,50,0
10155,MRO工业品采购外包的方式帮助终端客户降低采购成本。与传统的根据订单来交货、履行订单的采购方式不同，川山甲提前获取客户的计划单或需求单，根据需求单、计划单并通过网上招投标平台、供应商管理系统、订单处理,川山甲,50,259
10156,无货理计螺纹钢Ф28-32HRB400E江苏扬钢4300-10-理计螺纹钢Ф28-32HRB400E新金山4310-10无货理计螺纹钢Ф28-32HRB400E沙钢4330-30无货理计螺纹钢Ф12-,新金山,50,-1
10157,报4.75元，跌7.59%；锦富技术报3.54元，跌7.33%；大富科技报8.60元，跌6.42%；华丽家族报3.57元，跌6.30%。注：以上信息仅供参考，不对您构成任何投资建议。,华丽家族,50,111
10158,外个别公司因新股或送转等利好而股价上涨。从这51股的业绩来看，11股三季度净利润增幅中值大于0，其中顺利办、文化长城、华纺股份及嘉麟杰4股净利润增幅中值超100%。截至10月15日，仅有9家公司正式,顺利办,50,19
10159,中日动漫产业高峰论坛圆满落幕中视协新媒体委员会成立一年业绩斐然,新媒体,17,-1
10160,股快智能投顾-热点板块及个股如下：医药，资金净流入较多的股：景峰医药、泰合健康、丰原药业、山河药辅、一品红、九典制药、北大医药、博腾股份、盘龙药业、、海利生物、双成药业、英特集团、嘉事堂、福安药业。酿,一品红,50,62
10161,做鸭”、“睡得心上人”、“试试尺度”等字眼。自砸招牌上海明庭律师事务所的一位杨姓律师表示，尚不能断定绝味食品违反广告法、伤风败俗或不正当竞争，需要等行政机关、公安机关确认事实。对绝味涉黄事件，网友集体,绝味食品,50,178
10162,赣粤高速上半年车辆通行服务收入下降3%,粤高速,1,-1
10163,",500.000.00备用金2016年6月2,000.002,000.00备用金伯格森（北京）科技股份有限公司挂牌申请文件第一次反馈意见的回复5关联方日期借出金额（元）归",伯格森,40,298
10164,苏宁云商将发布PPTV新战略分拆第一体育,第一体育,16,323
10165,、北京市京税证字12京）有限公司方庄酒店地方税务局11010656748232X号中青旅山水酒店投资管理（北北京市国家税务局、北京市京税证字13京）有限公司天竺酒店地方税务局1,山水酒店,44,-1
10166,"中国银河在公告中还表示,银河金控拟在未来12个月内继续通过港股通增持公司H股股份,累计增持比例不超过公司已发行股份总数的3%",中国银河,0,160
10167,报9.86元，跌6.36%；国旅联合报4.58元，跌4.18%；中青旅报19.45元，跌3.81%；天目湖报33.85元，跌3.75%。注：以上信息仅供参考，不对您构成任何投资建议。(责任编辑：DF,天目湖,50,172
10168,如果秋季捕捞时东方海洋没有受到影响，则下方水域的好当家也将暂时无忧,好当家,24,108
10169,十余家央企签订169亿投资协议助力西藏发展,西藏发展,17,-1
10170,兼任CEO，带领车票SI、智能旅行SI、攻略SI、预付卡业务。而去哪儿网之前增速迅猛的反向定价系统“穿山甲”被认为是航企封杀去哪儿网的导火索，负责这一项目的正是杨威。那么，此次去哪儿网机票业务中人事方,穿山甲,50,-1
10171,新经典、快乐购、三七互娱；二是估值合理、主业稳健的价值公司：中南传媒、凤凰传媒、东方明珠、中国电影、城市传媒；三是边际向好的公司：华谊兄弟、幸福蓝海。(责任编辑：DF207),城市传媒,50,93
10172,化交易，满足境内外投资者股票市场风险管理需求；研究推出金融期货期权。 7月23日，期货概念异动走强，中国中期直线拉升封涨停，美尔雅快速拉升并涨停，弘业股份等涨幅逾5%。消息面上，7月23日，证监会副主,中国中期,50,46
10173,商贸零售行业。增持方面，南京银行、海能达、宁沪高速等6家公司二季度被QFII买入均超过1000万股。城市传媒、飞科电器等公司被QFII大比例买入。南京银行大股东法国巴黎银行二季度买入3.13亿股，持流,城市传媒,50,93
10174,24日早盘，水泥板块持续走强。截至发稿，祁连山涨逾6%，华新水泥、万年青、天山股份、上峰水泥等个股纷纷跟涨。据上证报24日报道，国庆长假过,祁连山,20,132
10175,”互联网之下，关键不在于互联网的新概念有多丰富，资本游戏多热闹，而在于有没有强大的实体去撑起这个庞大的商业新兴网络和模式,游戏多,26,-1
10176,1亿元，换手率2.38%。  板块个股中，跌幅最大的前5个股为：紫鑫药业报6.23元，跌4.74%；新开源报15.79元，跌4.65%；中源协和报19.51元，跌4.55%；贝瑞基因报41.22元，跌,新开源,50,54
10177,管超声模拟教学系统在四川、上海、深圳、甘肃、河南等地多家三甲医院实现推广销售，面向断层解剖的临床超声数字人、围术期人体生命基本功能智能化动态监测等新产品为公司智慧医疗业务抢占市场制高点创造了条件。面向,数字人,50,-1
10178,心的巴西发货问题未得到证实，澳洲发货也在历史波动范围的上轨，6月库存上升概率较大，中性；2、基差：日照港PB粉现货774，折合盘面862.2，基差101.2，贴水率11.74%，升水期货，适合交割品,日照港,49,-1
10179,理。其目前已经起诉了十几批案件，还在继续接受股民委托。厉健回顾称，这几年索赔规模最大的虚假陈述案件是佛山照明信披违法违规案，不完全统计，前后有2749人起诉索赔3.85亿元，经法院判决获赔约1.8亿元,佛山照明,50,12
10180,出租商业办公空间、出租住宅和运营学校。目前，WeWork已经从软银那筹集了100亿美元资金，其中包括诺伊曼和孙正义短暂会面后获得的30亿美元资金。诺依曼表示，当谈判变得艰难时，他们会以合作伙伴的身份接,诺伊曼,50,-1
10181,"增加36.7%，增加的主要原因是资产处置收益增加，系子公司浙江友宁公司处置不动产及其附属设备所致。宁波联合披露半年报。报告期，公司营业收入214,861万元，比上年同期减少3.8%；归属于上市公司所",宁波联合,49,80
10182,发行人进行有关规范运行及首次公开发行股票前的准备工作。按照中国证监会及贵局的有关规定，中航证券与山水环境己于2018年12月7日向贵局呈报了辅导备案登记材料，经贵局《辅导备案材料接收表》确认，山,山水环境,48,202
10183,XD天目湖5月31日盘中涨幅达5%,天目湖,2,172
10184,目前浏阳河产品包括主营产品和开发产品，其中主营产品包括浏阳河生态年份酒、浏阳河绵雅、正品金世纪、醇香口杯酒、浏阳河年份酒、青花瓷、浏阳河曲系列、新金世纪等系列产品,浏阳河,2,-1
10185,随着众多航空公司竞相让商用超音速飞机升空，一份新的报告警告称，此举可能很快使天空变得更加喧嚣、嘈杂。国际清洁运输委员会(IC,超音速,13,-1
10186,猪肉股全线下跌傲农生物、罗牛山跌超7%,罗牛山,12,30
10187,2018年全国化学药品原药产量超280万吨 中国化学药市场规模预测,中国化学,22,-1
10188,胡景晖于18日早9点在朋友圈发布辞职信，宣布辞职。胡景晖在辞职信中表示，由于众所周知的原因，已辞去我爱我家集团的所有职务。同时，胡景晖表示，近日其个人向媒体指出房租快速上涨的问题，已引起中央高层的,我爱我家,49,15
10189,"重庆百事达汽车有限公司董事长杨敏认为,2014年不会有太大的惊喜,预计市场增速在8%—10%之间",百事达,2,-1
10190,山东黄金集团：生态是最好的品牌,山东黄金,0,-1
10191,”创建门店中，水果区、蔬菜区、肉类区等品类的价签上都有这样的二维码，“一品一码”追溯已经覆盖所有食用农产品。“一品一码”追溯正是一些门店在创建“放心肉菜示范超市”过程中探索出来的一条成功经验。据北国,农产品,50,-1
10192,外，还将引进创新主体，开展企业加速，深度助力两江新区打造双创升级版，实现产业新跨越。”据介绍，接下来创业黑马将继续聚焦独角兽企业的加速成长，围绕大数据、人工智能、智能制造三个领域，把全国范围内具有相,创业黑马,50,61
10193,数字化转型。娄山说，近年来，南方电网不断加大电网数字化发展，并且取得了明显的成果。比如大规模铺开的无人机巡线作业，通过人工智能和大数据应用，已经达到故障自动识别、问题准确发现和工作日志自动分析等要求,无人机,49,-1
10194,公告称，本次增持前，发展集团持有广州发展股份17.07亿股，占公司总股本的62.23%,广州发展,16,86
10195,却是始终非常稳定。如今，馥感啉已经通过国家中药保护委员会审批，成为“国家中药保护品种”。2015年，一品红药业有限公司完成股改，并变更为股份有限公司。自此，公司开始进入快速发展阶段，同时公司规模和盈利,一品红,50,62
10196,采取出具警示函的行政监管措施。罗伟广曾于2009年成为年度“私募冠军”。今年6月份，罗伟广持有的部分金刚玻璃股份遭遇强制平仓。（文章来源：证券时报）(责任编辑：DF406),金刚玻璃,50,53
10197,行业朝着科技化、智能化、精细化的方向发展。“为解决传统保险公司在精细化运营和精准营销中遇到的痛点，新一站保险网利用数据库精准分析用户画像，通过大数据、人工智能、区块链等多种科技手段细分市场，为不同类,新一站,49,-1
10198,天领域率先实现军民融合发展的重要契入点，得到国家多项政策支持。作为航天领域“国家队”，应积极探索商业航天发展新模式，同时不断释放资源，带动新兴航天力量开展商业航天活动。今年，商业航天领域精彩纷呈，蓝,航天发展,50,-1
10199,，鉴于煤价已经跌破600元/吨，贸易商出货意愿增强，但下游在高库存下，采购需求低迷，成交冷清，18日环渤海四港区库存为2258.3万吨，环比增加120万吨，目前现动力末煤(CV5500)主流报价593,环渤海,50,-1
10200,推出员工持股计划，该员工持股计划按照不超过2:1的比例设立优先级份额和次级份额。2016年2月3日，探路者成立员工持股计划，共募集资金约3606万元，全额用于认购“兴证资管鑫众51号”集合资产管理计划,探路者,50,48
10201,上市公司的发展节奏。自9月24日，宜昌市长金股权投资合伙企业(有限合伙)(下称“长金投资”)首次举牌武昌鱼，后又与武汉联富达投资管理有限公司(下称“联富达”)及杨青等五位自然人结成一致行动人，三方之间,武昌鱼,50,98
10202,跌0.23%，深成指上涨0.35%，创业板指下跌0.09%。 A股三大股指全线震荡，5G概念股活跃，南京熊猫等股涨停。此外，智能电视、海工装备、家电、在线教育、工业互联网等板块也涨幅居前。前期大涨的化,南京熊猫,50,135
10203,大众公用(01635)：江苏大众中标徐州市贾汪区青山泉污水处理厂改造扩建项目,大众公用,0,124
10204,上海雅仕、上港集团、界龙实业等5只个股涨停，浦东建设逼近涨停，龙头股份、上海物贸、光明地产涨逾8%，东方创业、畅联股份、锦江投资等多股涨幅居前。以下是券商发表的最新研究报告，我们适当整理，以飨读者。安,东方创业,50,99
10205,3.33元，跌4.86%；亚光科技报8.21元，跌1.91%；中船科技报11.89元，跌1.90%；中国船舶报19.11元，跌1.44%。注：以上信息仅供参考，不对您构成任何投资建议。,中国船舶,50,90
10206,随之突破150亿大关。不过，进入2018年，在政府去杠杆、融资环境普遍恶化的大形势下，文剑平带领的碧水源也难以独善其身，他发现，自己突然“捉襟见肘”了。“我把股票质押在银行，通过这样把银行的钱贷出,碧水源,49,52
10207,周三早盘，大基建板块依旧抢眼，山东路桥、大禹节水、新界泵业、康尼机电、达刚路机、三毛派神涨停，安徽水利、山鼎设计等涨超5%。据悉，国家发改委日前表示，将继续加大基础设施领域补短板力度、稳定有效,安徽水利,47,110
10208,失约为927.9万元。预计索赔条件及准备资料值得一提的是，同类案件中，投资者索赔胜诉概率相对较高。如佛山照明案、美达股份案、上海家化、紫鑫药业案、海润光伏案、上海物贸案、京天利案等等，均获法院胜诉判决,佛山照明,50,12
10209,中国山东高速金融(00412.HK)：陈丽平辞任公司秘书等职务,山东高速,2,-1
10210,坛小品、绿地花境、花钵盆栽，配以灯笼、彩旗等，为广大游客和市民打造节日游园氛围。据统计，共使用串红、一品红、鸡冠花、四季海棠等各色花卉近50种，布置花坛27组，种植地栽园林花境65组。国庆期间，各公园,一品红,50,-1
10211,回馈股东又现新玩法黄山旅游“买股票送门票”,黄山旅游,9,81
10212,智慧江阴：物联网+智慧能源双轴驱动打造高质量发展新增长极,智慧能源,9,-1
10213,"市值缩水为了在激烈的市场中占有一席之地,遭遇应收账款与坏账齐升尴尬的能量传播还在布局",能量传播,34,-1
10214,。消费者可以利用移动端扫码方式，通过移动设备购买到相关的保险产品。实体店和传统机构的工作人员也能通过新一站联盟所提供的专属投保云平台，为其用户提供保险产品和服务。目前，已经有超过2000家以上的企业和,新一站,50,-1
10215,"”老人十分期盼家乡能变得美好,让儿子回来身边就业,这次阿房宫改造总算是个机会",阿房宫,27,-1
10216,场榜首。 十大机场负增长 5月17日，上海国际机场通过上交所发布4月运输生产情况报告。公告显示，4月上海机场旅客吞吐量为634.67万人次，同比减少0.17%；飞机起降总计42206架次，同比减少0.,上海机场,50,-1
10217,猪肉股再度活跃，龙大肉食、新希望等涨超4%，牧原股份、益生股份、正邦科技等涨超2%。国家统计局数据显示，猪肉供应偏紧，6月猪肉,新希望,13,37
10218,"证券时报e公司讯,华泰证券发文称,科创板对A股流动性影响主要有两方面:底仓引流效应和分流效应",华泰证券,9,156
10219,济损失50万元及合理开支1万余元。昨天，北京青年报记者获悉，海淀法院审结了此案。法院判决视频拍摄公司新片场公司停止侵权，与视频拍摄者王先生共同赔偿辛先生经济损失5万元及合理开支13709元。作者文字被,新片场,50,241
10220,"资料显示,2010年全年和2011年1至9月,天地人环保分别实现净利润1041.56万元和1325.27万元",天地人,23,-1
10221,建筑板块早盘快速拉升，截至发稿，山鼎设计、建研院涨停，设研院涨逾8%，棕榈股份涨逾7%，杭州园林、建科院涨逾5%，中国铁建、中国交建、杰恩设计,建研院,21,174
10222,古韵的匠心传承，近年来，“创意经济”亦在中国风起潮涌。比如，在故宫博物院展区，“帝后款”手机壳、“正大光明”移动电源等带着“宫廷配方”的文创产品受到热捧；在文化智能数字科技主题馆中，多家企业推出文化与,大光明,50,-1
10223,金刚玻璃深度合作大型房企政策驱动锁定来年业绩,金刚玻璃,0,53
10224,二季度获机构增持，其中6只个股增持比例超1%，分别为美凯龙、上海梅林、中远海控、苏宁环球、中远海能、开创国际。美凯龙、上海梅林获增持比例最大，分别为4.36%、2.83%。从这18只成份股来看，有13,开创国际,50,85
10225,造商面临的重大挑战。作为新一代的电池系统，该双极电池可提供长达1000公里的电动巡航里程。相关公司有中国动力、大富科技。（文章来源：证券时报网） (责任编辑：DF353),中国动力,50,109
10226,计时速140公里/小时，中途设有15座车站，建成后的穗莞深城际列车将进入5分钟一趟车的公交化运营，从深圳机场站至广州东站只需1小时。众所周知，要致富先修路。在中国“八横八纵”的铁路规划蓝图下，我国高,深圳机场,50,-1
10227,郑煤机就联合收购SGHolding收到上交所问询函,郑煤机,0,157
10228,，而新天药业(1943.96万元)、大理药业(1934.55万元)、中新药业(1548.74万元)和一品红(1457.02万元)等个股昨日也获得超1000万元的大单资金抢筹。对此，市场人士普遍认为，目,一品红,50,62
10229,叶龙有限收到RoyalEdinburghMiltaryTattoo《演出邀请函》，邀请函邀请百叶龙有限到英国参加2015年爱丁堡皇家音乐节；演出内容及形式：舞龙表演，单独成舞或共舞；演出,百叶龙,46,-1
10230,西部资源控股股东所持股份被司法轮候冻结,西部资源,0,89
10231,航母概念股早盘快速拉升 中国船舶、中信重工涨停,中国船舶,12,90
10232,股份又进一步宣告，本次重大资产重组拟增加标的公司青岛乾运高科新材料股份有限公司。中企驻足南美“锂矿金三角”7月1日，凯恩股份确认已达成交易意向，拟收购青岛乾运不低于51%的股权，使之成为全资子公司,金三角,49,-1
10233,2009年小尾羊上市计划折戟之后，小尾羊坚定了从以餐饮业务为主到畜牧养殖、食品加工、连锁餐饮三大业务板块同时进行的战略转型实行全产业链经营,小尾羊,5,295
10234,攀升作为深耕民族品牌60余年的中国民营企业，红豆在传统产业领域有着稳固的实力，纺织服装、橡胶轮胎、红豆杉大健康和园区开发商业地产等四大产业，均保持着良好的品牌口碑和强劲的发展势头。在企业发展历程中,红豆杉,49,-1
10235,联、红相股份、科蓝软件、北信源等9只个股涨停，商赢环球、安妮股份跟涨；节能环保：盛运环保、上海环境、绿色动力、雪浪环境、华宏科技等9只个股涨停，天壕环境、维尔利跟涨；创投：华录百纳、光一科技、中钢天源,绿色动力,50,152
10236,络，投入规模较4G将进一步提升，将加速行业向拥有关键技术优势的龙头公司集中。恒为科技作为国内核心网络可视化产品供应商，将充分受益于未来行业的高景气度。 同时，随着5G的逐步落地所带来的网络环境的复杂，,可视化,50,-1
10237,"长白山公告，截至本公告日，中国森林工业集团有限责任公司持有公司股份26,414,971股，占公司总股",长白山,0,170
10238,今日，皇台酒业（000995，前收盘价9.10元）一纸公告终于将收购湖南浏阳河酒业发展有限公司（以下简称浏阳河）的消息坐实,浏阳河,36,-1
10239,此外，广深铁路(601333.SH)续升5%，深高速(600548.SH)回升4%,深高速,23,116
10240,018年6月4日。周四(5月31日)新股提示：申购：亿嘉和上市：无中签号及缴款：无中签率：宁德时代绿色动力【申购指南】根据交易所公告，亿嘉和于2018年5月31日进行网上申购，此次发行总数1754.,绿色动力,49,-1
10241,航节能，2015年6月18日起任公司副总经理兼董事会秘书，不过他于去年9月因工作调动辞去了董秘职务。新大陆现任董秘吴春旸是一位年轻的85后，曾任国泰君安证券研究所证券分析师，长城证券研究所证券分析师。,新大陆,50,47
10242,中，涨幅最大的前5个股为：电广传媒报5.49元，涨10.02%；华银电力报3.11元，涨9.89%；现代投资报4.25元，涨4.94%；郴电国际报5.97元，涨4.92%；大湖股份报4.72元，涨4.,现代投资,50,40
10243,万股，累计套现7981.18万元，原因是盛发强为员工持股计划保证人，承担“兜底”补偿的保证责任。由于探路者股价今年跌幅达43.4%，截至11月16日，“兴证资管鑫众51号”劣后级净值只有0.001元，,探路者,50,48
10244,洛阳玻璃(01108)：蚌埠中显获得100万元政府补助资金,洛阳玻璃,0,142
10245,"环有限公径河农场跃进大队院内1,750仓库未提供实业有限公司2017.5.9司中山市紫丁香库房950平方米和办公2014.11.7-办公室、仓17.赵茂友实业有限公司西安",紫丁香,42,-1
10246,货私有化要约项下3.92亿股有效接纳，相当于要约股份之约83.9%。由于要约其中一项条件并未达成，即新世界需持有至少90%新百货要约股份，因此要约并无成为无条件，并于28日失效。要约人将采取措施尽快恢,新世界,50,122
10247,一旦建成后，哪些人能享受？据介绍，东风杭汽北地块开建的公共租赁住房，主要租赁给符合条件的城市中等偏下收入住房困难家庭、新就业大学毕业生和创业人员等,创业人,68,-1
10248,8月15日消息，国企改革概念股表现活跃，截至9:56，中钢国际、中钨高新、华电重工、两面针等多股涨停，五矿发展、沈阳机床均涨超5%。消息面上，近几日，中钢国际、华电重工等多家上市公司公,两面针,42,96
10249,00核电机组三门1号于6月30号顺利并网发电验证了其技术成熟性，三代核电阻碍因素消除。“一带一路”为中国核电技术“走出去”提供了广阔舞台。制定并输出中国标准有研究机构指出，由于安全方面的考虑，2015,中国核电,50,-1
10250,机2家公司2018年三季报净利润同比增长均在10倍以上，分别达到7928.29%、1730.00%，顺利办(711.64%)、威华股份(683.23%)、东旭蓝天(342.25%)、中南建设(220.,顺利办,50,19
10251,据悉，上线初期该平台重点包括两类产品债权(千里马)和货币基金(马宝宝)，随着市场培育会逐步增加股票基金、保险、黄金、艺术品投资等产品，为客户实现资产配置多元化和分散化,千里马,21,-1
10252,誉减值致净利润下滑较大，一季度或者中报业绩有望改善公司可关注芒果超媒、华谊兄弟、光线传媒、奥飞娱乐、新经典等。风险提示：1)影视等内容表现不及预期风险；2)重点关注公司未来业绩的不确定性；3)行业估,新经典,50,169
10253,旅游小镇、文化演艺、旅游目的地开发、文化旅游装备制造产业园区等多个类别。其中，签约金额最高的项目是中青旅产投(上海)投资管理有限公司与南岸区政府签约的大南山保护性文旅利用项目，项目签约金额520亿元,中青旅,49,-1
10254,。据了解，这份报告基于领英中国用户的全样本数据，筛选了长三角地区49.5万高水平人才样本和11.8万数字人才样本，得出数据洞察，绘制人才发展路径图。（文章来源：经济参考报）(责任编辑：DF380),数字人,50,-1
10255,高资金使用效益。支持各地在粮食生产功能区、重要农产品生产保护区范围内整合统筹相关涉农资金，率先建立以绿色生态为导向的农业补贴制度。三、强化组织领导，做实做细项目实施各项工作各级农业农村、财政部门要,绿色生态,50,-1
10256,民造福、爱护百姓之人。”这一富有深度的思想，通过武侠小说这种远离现实的形态呈现出来。金庸将武侠写出新经典，这说明，题材、类型是限制不了作家的，真正杰出的作家、有文化素养的作家完全可以在某种固定的题材,新经典,49,-1
10257,"翁凯旋教授现为中国美术家协会会员,中国油画学会理事,作品参加第八届、第九届、第十届、第十一届全国美展,并多次参加全国性国家级展览,作品《黑山谷系列7》、《雪融系列6》、《黑山谷系列9》被中国美术馆收藏",黑山谷,68,-1
10258,时要求三被告共同赔偿其经济损失50万元及合理开支13709元。日前，海淀法院审结了此案，法院判决被告新片场公司停止侵权，与被告王先生共同赔偿原告辛先生经济损失5万元及合理开支13709元。原告辛先生诉,新片场,50,241
10259,性方案设计、互动项目概念性设计、品牌授权、开业筹备等一系列服务，共计2.6亿元。此外，在景区开业后，宋城演艺方面对项目进行日常经营管理期间，将按照景区经营收入的20%收取基本管理费。北京商报记者查询,宋城演艺,50,56
10260,140-20-过磅盘螺Ф8-10HRB400E龙钢4140-20无货过磅盘螺Ф8-10HRB400E新金山4140-20-过磅圆钢Φ12HPB300首钢长治4230-20货少理计圆钢Φ14HPB300,新金山,50,-1
10261,中青旅实际控制人将变更,中青旅,0,88
10262,为30万元，选择趸交(即一次性付清)作为参考条件，对四款保险进行测算。为了满足这份保单所设条件，前海金麒麟需支付3507.3元，富德生命童宝保要趸交3546元。综合比较，四款产品中，和谐健康大黄蜂最为,金麒麟,50,-1
10263,.00100.00合计800.00800.00100.00（10）2015年6月，绿十字第七次股权转让2015年6月1日，宏业药业与安泰有限签订《股权转让协议》，宏业药业,绿十字,41,316
